,Year,Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,TailNum,Origin,Dest,label,Dest_new,Origin_new
398,2008,1,3,4,2008,1,437,LAX,SFO,1,56,29
399,2008,1,3,4,1625,1,437,LAX,SFO,1,56,29
400,2008,1,3,4,1305,1,437,LAX,SFO,1,56,29
401,2008,1,3,4,1558,1,499,LAX,SFO,1,56,29
402,2008,1,3,4,1600,1,126,LAX,SJC,1,57,29
403,2008,1,3,4,1556,1,439,LAX,SJC,1,57,29
404,2008,1,3,4,2056,1,393,LAX,SJC,1,57,29
405,2008,1,3,4,616,1,378,LAX,SJC,1,57,29
406,2008,1,3,4,1159,1,320,LAX,SJC,1,57,29
407,2008,1,3,4,2140,1,430,LAX,SJC,1,57,29
408,2008,1,3,4,1455,1,383,LAX,SJC,1,57,29
409,2008,1,3,4,908,1,439,LAX,SJC,0,57,29
410,2008,1,3,4,1925,1,175,LAX,SJC,1,57,29
411,2008,1,3,4,740,1,471,LAX,SJC,0,57,29
412,2008,1,3,4,1311,1,357,LAX,SJC,1,57,29
413,2008,1,3,4,1014,1,352,LAX,SJC,1,57,29
414,2008,1,3,4,1709,1,204,LAX,SJC,1,57,29
415,2008,1,3,4,1357,1,336,LAX,SLC,1,58,29
416,2008,1,3,4,1114,1,110,LAX,SLC,1,58,29
417,2008,1,3,4,652,1,328,LAX,SLC,1,58,29
418,2008,1,3,4,2117,1,317,LAX,SLC,1,58,29
419,2008,1,3,4,1742,1,378,LAX,SLC,1,58,29
420,2008,1,3,4,1108,1,27,LAX,SMF,1,59,29
421,2008,1,3,4,821,1,276,LAX,SMF,1,59,29
422,2008,1,3,4,2013,1,174,LAX,SMF,1,59,29
423,2008,1,3,4,609,1,115,LAX,SMF,0,59,29
424,2008,1,3,4,949,1,325,LAX,SMF,1,59,29
425,2008,1,3,4,2215,1,26,LAX,SMF,1,59,29
426,2008,1,3,4,1524,1,339,LAX,SMF,1,59,29
427,2008,1,3,4,1441,1,426,LAX,SMF,1,59,29
428,2008,1,3,4,1743,1,238,LAX,SMF,1,59,29
429,2008,1,3,4,2049,1,205,LAX,SMF,1,59,29
430,2008,1,3,4,1725,1,111,LAX,STL,1,61,29
431,2008,1,3,4,1356,1,84,LAX,TUS,1,64,29
432,2008,1,3,4,2005,1,105,LAX,TUS,1,64,29
433,2008,1,3,4,725,1,220,LAX,TUS,0,64,29
434,2008,1,3,4,1658,1,400,LAX,TUS,1,64,29
435,2008,1,3,4,1052,1,240,LAX,TUS,1,64,29
436,2008,1,3,4,2110,1,364,LAX,TUS,1,64,29
